영화명,감독,제작국가,개봉일,장르,누적관객수,누적매출액
엑소시스트: 믿는 자,데이빗 고든 그린,미국,2023-10-18,공포(호러),78260.0,808544882.0
바람 따라 만나리 : 김호중의 계절,오윤동,한국,2023-10-18,공연,39295.0,906717500.0
이누부!,시노하라 테츠오,일본,2023-10-16,,,
만강홍: 사라진 밀서,장예모,중국,2023-10-11,미스터리,,
나의 행복한 결혼,츠카하라 아유코,일본,2023-10-11,판타지,,
바빌론,데이미언 셔젤,미국,2023-02-01,드라마,187122.0,1876545604.0
에브리씽 에브리웨어 올 앳 원스,"다니엘 콴, 다니엘 쉐이너트",미국,2022-10-12,액션,343111.0,3665584771.0
퍼피 구조대: 더 마이티 무비,캘런 브런커,미국,2023-10-06,애니메이션,114678.0,1074575056.0
극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,,일본,2023-09-28,애니메이션,120951.0,1102009160.0
스크래퍼,,영국,2023-09-27,,,
크리에이터,가렛 에드워즈,미국,2023-10-03,SF,249169.0,2647836950.0
드림쏭2,마크 밸도,미국,2023-10-03,애니메이션,,
당나귀 EO,예르지 스콜리모프스키,"폴란드,영국,이탈리아",2023-10-03,드라마,,
키네마의 신,야마다 요지,일본,2023-10-01,드라마,,
어파이어,크리스티안 펫졸드,독일,2023-09-13,드라마,,
여덟 개의 산,펠릭스 반 그뢰닝엔,이탈리아,2023-09-20,드라마,,
너의 시선이 머무는 곳에,황다슬,한국,2023-09-06,드라마,,
타겟,박희곤,한국,2023-08-30,스릴러,415063.0,3917755690.0
"여름을 향한 터널, 이별의 출구",타구치 토모히사,일본,2023-09-14,애니메이션,61902.0,636858000.0
가문의 영광: 리턴즈,"정태원, 정용기",한국,2023-09-21,코미디,156442.0,1504198215.0
플로라 앤 썬,존 카니,미국,2023-09-22,드라마,,
킴스 비디오,,"미국,프랑스,영국",2023-09-27,다큐멘터리,,
오펜하이머,크리스토퍼 놀란,미국,2023-08-15,스릴러,3208000.0,34106908972.0
더 넌 2,마이클 차베즈,미국,2023-09-27,공포(호러),350450.0,3646521705.0
검은 상복의 모녀,김태훈,한국,2023-09-27,,,
피닉스 미션,,미국,2023-09-27,전쟁,,
남자전용 미용실,,한국,2023-09-20,,,
그래픽 디자이어,,영국,2023-09-18,,,
80일간의 세계일주,,프랑스,2023-09-27,애니메이션,,
지옥갱,애드리언 랭글리,미국,2023-09-14,전쟁,,
론 서바이버 : 아이 엠 리벤지,,미국,2023-09-14,액션,,
사먹는 세자매,,한국,2023-09-07,,,
닌자터틀: 뮤턴트 대소동,,미국,2023-09-14,애니메이션,50872.0,467263781.0
블랙 데몬,애드리언 그런버그,미국,2023-09-05,스릴러,,
번개맨: 더 비기닝,"한상호, 박성배",한국,2023-09-20,애니메이션,,
태어나길 잘했어,최진영,한국,2022-04-14,드라마,,
커밍 홈 어게인,웨인 왕,미국,2023-09-20,드라마,,
이터널 메모리,마이테 알베르디,칠레,2023-09-20,다큐멘터리,,
런닝맨: 리벤져스,엄영식,한국,2023-08-10,애니메이션,,
미나리,정이삭,미국,2021-03-03,드라마,1125428.0,10150199230.0
말이야 바른 말이지,"김소형, 박동훈, 최하나, 송현주, 한인미, 윤성호",한국,2023-05-17,코미디,,
작전명씨울프,스티븐 루크,미국,2023-09-21,드라마,,
아르고 원정대: 꼬마 영웅 패티의 대모험,"다비드 알로, 에릭 토스티",프랑스,2023-09-21,애니메이션,64267.0,582451488.0
물안에서,홍상수,한국,2023-04-12,드라마,,
베니스 유령 살인사건,케네스 브래너,미국,2023-09-13,범죄,191470.0,1873525229.0
그란 투리스모,,미국,2023-09-20,액션,105058.0,1051631783.0
칸다하,릭 로먼 워,미국,2023-09-20,스릴러,,
더 리프: 언더 워터,앤드류 트라우키,호주,2023-09-20,스릴러,,
노크: 더 하우스,사무엘 보딘,미국,2023-09-20,공포(호러),,
나의 그리스식 웨딩 3,니아 발다로스,미국,2023-09-20,코미디,,
경미의 세계,구지현,한국,2023-09-20,드라마,,
힙노틱,로버트 로드리게즈,미국,2023-09-20,SF,,
료마! 테니스의 왕자: 디사이드,코지나 히로시,일본,2023-09-16,애니메이션,,
노트르담 온 파이어,장 자끄 아노,프랑스,2023-06-29,드라마,,
책 종이 가위,,일본,2023-09-13,다큐멘터리,,
아이유 콘서트 : 더 골든 아워,,한국,2023-09-13,공연,66926.0,1573553500.0
뮤직 샤펠,도미니크 데루데르,벨기에,2023-09-13,드라마,,
리벤지 나이트,에드워드 드레이크,미국,2023-09-13,액션,,
일주일간 친구,임효겸,중국,2023-09-06,드라마,,
물꽃의 전설,고희영,한국,2023-08-30,다큐멘터리,,
새로운 시대: 악의 도시,에밀리 벨리비스,기타,2023-02-02,범죄,,
한 남자,이시카와 케이,일본,2023-08-30,범죄,,
몸값part.2,전우성,한국,2023-07-05,스릴러,,
몸값part.1,전우성,한국,2023-07-05,스릴러,,
이노센트,에실 보그트,노르웨이,2023-09-06,공포(호러),,
어느 멋진 아침,미아 한센-로브,프랑스,2023-09-06,드라마,,
생츄어리: 마법의 소원나무,리카르드 쿠소,호주,2023-09-06,애니메이션,,
극장판 사사키와 미야노 - 졸업편,이시히라 신지,일본,2023-09-06,애니메이션,,
206: 사라지지 않는,허철녕,한국,2023-06-21,다큐멘터리,,
식운,테라카도 지몬,일본,2023-09-01,드라마,,
앙드레 류: 러브 이즈 올 어라운드,앙드레 류,네덜란드,2023-09-12,공연,,
라모나,,스페인,2023-08-31,드라마,,
경감 매그레,,프랑스,2023-08-30,스릴러,,
삼총사,,영국,2023-08-25,액션,,
모하비 다이아몬드,아시프 아크바르,미국,2023-08-24,범죄,,
SAS: 레니게이드 인 런던,다니엘 지릴리,영국,2023-08-10,액션,,
낭만여행,박동기,한국,2023-08-06,코미디,,
47시간: 샤크베이트,제임스 넌,"영국,미국",2023-08-03,스릴러,,
피아노 프리즘,오재형,한국,2023-08-30,다큐멘터리,,
조이 라이드,,미국,2023-08-30,코미디,10257.0,87337989.0
스파이 코드명 포춘,가이 리치,미국,2023-08-30,액션,36397.0,338826524.0
더 도어 : 다섯 개의 문,"블라디미르 마슬로프, 미하일 모스코프, 비탈리 두드카",러시아,2023-08-03,,,
몬스터 패밀리 2,호거 태프,영국,2023-08-02,애니메이션,99769.0,859293854.0
더 버닝 씨,,노르웨이,2023-08-23,,,
99번의 정사,얀 가스만,기타,2023-08-24,기타,,
치치치 치킨의 비밀,"나이젤 W.티어니, 동롱",중국,2023-08-24,애니메이션,,
마야 3: 숲속 왕국의 위기,노엘 클리어리,독일,2023-08-24,애니메이션,44822.0,370265500.0
에릭 클랩튼: 어크로스 24 나이츠,데이비드 바나드,영국,2023-08-23,공연,,
람보르기니: 전설이 된 남자,바비 모레스코,이탈리아,2023-08-23,드라마,,
아만다,,이탈리아,2023-08-23,드라마,,
강변의 무코리타,오기가미 나오코,일본,2023-08-23,드라마,,
볼코노고프 대위 탈출하다,"나타샤 메르쿨로바, 알렉세이 추포프",러시아,2023-08-23,스릴러,,
학교 가는 길,김정인,한국,2021-05-05,다큐멘터리,,
킬러의 레스토랑,잭 골든,미국,2023-08-17,액션,,
탄생,박흥식,한국,2022-11-30,드라마,325724.0,2930747491.0
명색이 아프레걸,김광보,한국,2022-05-26,공연,,
사고물건 무서운 방,나카타 히데오,일본,2023-08-16,공포(호러),,
그 노래,오성수,한국,2023-08-16,드라마,,
교전,,미국,2023-08-16,전쟁,,
메가로돈 2,벤 휘틀리,미국,2023-08-15,액션,123324.0,1290341499.0
인시디어스: 빨간 문,패트릭 윌슨,미국,2023-07-19,공포(호러),393323.0,4008546879.0
리멤버 미,,일본,2022-06-29,애니메이션,,
아포리아,이주형,한국,2023-01-26,드라마,,
바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지 넘어 하늘까지!,,영국,2023-08-10,애니메이션,69558.0,621689150.0
다섯 번째 흉추,박세영,한국,2023-08-02,드라마,,
이름 없는 춤,이누도 잇신,일본,2023-08-09,다큐멘터리,,
마에스트로,브뤼노 시슈,프랑스,2023-08-09,드라마,,
살바도르 달리 : 불멸을 찾아서,데이비드 푸졸,스페인,2023-08-02,다큐멘터리,,
노스맨,로버트 에거스,미국,2022-08-31,드라마,,
붉은 사막,미켈란젤로 안토니오니,이탈리아,2023-07-26,드라마,,
한번 죽어 봤다,하마사키 신지,일본,2023-08-01,코미디,,
슈퍼 키드 헤일리,라스무스 A. 실버르센,노르웨이,2023-07-20,애니메이션,,
파이어하트,"시어도어 타이, 로랑 제툰",프랑스,2023-06-28,애니메이션,,
방탄소년단: 옛 투 컴 인 시네마,오윤동,한국,2023-02-01,공연,60467.0,1330179500.0
데시벨,황인호,한국,2022-11-16,액션,894259.0,8798421762.0
골프레슨 특별한 기술,오지인,한국,2023-07-26,,,
다크 글래시스,다리오 아르젠토,이탈리아,2023-07-21,공포(호러),,
특송,박대민,한국,2022-01-12,범죄,438474.0,4147632000.0
핑크퐁 시네마 콘서트3 : 진저브레드맨을 잡아라,변희선,한국,2023-07-26,애니메이션,24222.0,210526500.0
견왕: 이누오,유아사 마사아키,일본,2022-12-08,애니메이션,,
극장판 피노키오 위대한 모험,바실리 로벤스키,헝가리,2023-07-13,애니메이션,,
던전 앤 드래곤: 도적들의 명예,,미국,2023-03-29,액션,290324.0,2900098080.0
헌티드 맨션,저스틴 시미엔,미국,2023-07-26,공포(호러),,
에고이스트,마츠나가 다이시,일본,2023-07-26,드라마,,
메타모르포제의 툇마루,카리야마 슌스케,일본,2023-07-26,기타,,
바비,그레타 거윅,미국,2023-07-19,기타,555767.0,5448229713.0
틴에이지 크라켄 루비,커크 드 미코,미국,2023-07-25,애니메이션,,
샤이닝,스탠리 큐브릭,미국,2023-06-28,공포(호러),,
좋.댓.구,박상민,한국,2023-07-12,코미디,,
군산전기,"문승욱, 유예진",한국,2023-07-06,다큐멘터리,,
아버지의 마음,김상철,한국,2023-07-20,다큐멘터리,,
인드림,신재호,한국,2023-06-21,액션,,
마마무: 마이콘 더 무비,임재경,한국,2023-06-21,공연,,
귀공자,박훈정,한국,2023-06-21,액션,678924.0,6669367723.0
제이홉 인 더 박스,박준수,한국,2023-06-16,다큐멘터리,,
보 이즈 어프레이드,아리 에스터,미국,2023-07-05,어드벤처,53884.0,539801530.0
차선변경-큐폴라를 올려다보며-,,일본,2023-07-20,기타,,
극장판 슈퍼윙스: 맥시멈 스피드,정길훈,한국,2023-07-20,애니메이션,95297.0,858751565.0
매복,피에르 모렐,미국,2023-01-12,액션,,
러브 라이프,후카다 코지,일본,2023-07-19,드라마,,
보통의 카스미,,일본,2023-07-19,드라마,,
더 썬,플로리안 젤러,영국,2023-07-19,드라마,,
호쿠사이,하시모토 하지메,일본,2023-07-16,드라마,,
달이 지는 밤,"김종관, 장건재",한국,2022-09-22,드라마,,
좀비 사용 설명서,,캐나다,2023-07-12,공포(호러),,
슬기로운 아내 수업,마르탱 프로보스트,프랑스,2023-07-12,코미디,,
블레이즈,,호주,2023-07-12,드라마,,
미션 임파서블: 데드 레코닝 PART ONE,크리스토퍼 맥쿼리,미국,2023-07-12,액션,4013101.0,40344289142.0
극장판 도라에몽: 진구와 하늘의 유토피아,,일본,2023-07-08,애니메이션,62072.0,557983900.0
수프와 이데올로기,양영희,한국,2022-10-20,다큐멘터리,,
플래닛,드미트리 키셀레브,러시아,2023-07-05,SF,,
악마의 부활,,체코,2023-06-08,공포(호러),,
와일드캣,,미국,2023-07-06,전쟁,,
엘리멘탈,피터 손,미국,2023-06-14,애니메이션,7205607.0,70806508242.0
킬링 로맨스,이원석,한국,2023-04-14,코미디,185161.0,1775730309.0
리바운드,장항준,한국,2023-04-05,드라마,685376.0,6586640868.0
하얀봄,최진아,한국,2023-07-05,공연,,
풍재기시,옹자광,홍콩,2023-07-05,범죄,,
엔니오: 더 마에스트로,쥬세페 토르나토레,이탈리아,2023-07-05,다큐멘터리,,
기적을 믿는 소녀,리처드 코렐,미국,2023-07-05,드라마,,
"1986 그 여름, 그리고 고등어통조림",,일본,2023-07-05,드라마,,
유령,이해영,한국,2023-01-18,드라마,653094.0,6654060340.0
뮤지컬 윌리엄과 윌리엄의 윌리엄들,김은영,한국,2023-06-28,공연,,
위험한 사돈,,폴란드,2023-06-21,드라마,,
슈가: 로드 투 디데이,박준수,한국,2023-06-16,다큐멘터리,,
실버맨,최윤호,한국,2023-06-14,드라마,,
안나푸르나,황승재,한국,2023-06-08,드라마,,
포트리스2 : 스나이퍼 아이,조쉬 스턴펠드,미국,2023-06-15,액션,,
익스파이어드,,호주,2023-06-08,SF,,
뮤지컬 청춘소음,우진하,한국,2023-06-07,공연,,
그 여름,한지원,한국,2023-06-07,애니메이션,,
인디아나 존스: 운명의 다이얼,제임스 맨골드,미국,2023-06-28,어드벤처,849616.0,8404532508.0
룸 203,벤 재거,일본,2023-06-28,공포(호러),,
"2022 영탁 단독 콘서트 ""탁쇼""",송승연,한국,2023-06-28,공연,32667.0,783934000.0
엽문의 시작,이입명,중국,2023-06-23,액션,,
명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인,,일본,2023-06-23,애니메이션,69283.0,722210300.0
스파이더맨: 어크로스 더 유니버스,호아킴 도스 산토스,미국,2023-06-21,애니메이션,899320.0,9278825288.0
살롱 드 서울,이자민,한국,2023-06-21,기타,,
"믿거나 말거나, 진짜야",쿠엔틴 듀피욱스,프랑스,2023-06-21,SF,,
뮤지컬 앨리스,윤상원,한국,2023-06-21,공연,,
위대한 작은 농장,존 체스터,미국,2023-06-14,다큐멘터리,,
너의 눈을 들여다보면,미야케 쇼,프랑스,2023-06-14,드라마,,
이상한 나라의 수학자,박동훈,한국,2022-03-09,드라마,524657.0,4980149720.0
부화,,핀란드,2023-06-16,공포(호러),,
극장판 극주부도,루토 토이치로,일본,2023-06-16,코미디,,
문재인입니다,이창재,한국,2023-05-10,다큐멘터리,104822.0,1019257518.0
선데이리그,이성일,한국,2022-10-05,코미디,,
플래시,안드레스 무시에티,미국,2023-06-14,액션,625995.0,6648454904.0
김재훈의 피.엔.오,김재훈,한국,2023-06-14,공연,,
비의도적 연애담 스페셜,장의순,한국,2023-06-14,드라마,,
블랙 워터: 어비스,앤드류 트라우키,호주,2023-06-14,액션,,
나의 사소한 슬픔,마이클 맥고완,캐나다,2023-06-14,드라마,,
트랜스포머: 비스트의 서막,스티븐 카플 주니어,미국,2023-06-06,액션,757601.0,7668078235.0
사랑하는 당신에게,델핀 르에리세,"벨기에,스위스",2023-05-31,드라마,,
극장판 윌벤져스 : 수상한 캠핑 대소동,"신창환, 류정우",한국,2022-06-23,애니메이션,26013.0,262047700.0
인생은 아름다워,최국희,한국,2022-09-28,뮤지컬,1158887.0,10793990104.0
박하경 여행기,이종필,한국,2023-06-07,드라마,,
아무도 없는 곳,김종관,한국,2021-03-31,드라마,13871.0,117055880.0
겨울밤에,장우진,한국,2020-12-10,드라마,,
무한궤도 (가면속의 거짓말),김문옥,한국,2023-03-29,범죄,,
이윽고 바다에 닿다,나카가와 류타로,일본,2023-06-07,드라마,,
북 클럽: 넥스트 챕터,빌 홀더먼,미국,2023-06-07,기타,,
부기맨,롭 새비지,미국,2023-06-06,공포(호러),,
배우의 꿈,,캐나다,2023-06-05,가족,,
바깥 나라의 소녀,"쿠보 유타로, 마이야 사토미",일본,2023-05-16,애니메이션,,
리턴 투 서울,데이비 추,프랑스,2023-05-03,드라마,,
마지막부자 최준,장태령,한국,2022-05-06,드라마,,
미드나잇 스완,우치다 에이지,일본,2023-06-01,드라마,,
포트리스: 더 벙커,,미국,2023-05-10,액션,,
13 미닛츠,,미국,2023-05-03,액션,,
악당들,가브리엘 알바네시,"이탈리아,브라질",2023-05-31,범죄,,
세인트 세이야: 더 비기닝,토멕 바진스키,일본,2023-05-31,액션,,
마인드케이지,마우로 보렐리,미국,2023-05-31,범죄,,
라이드 온,래리 양,중국,2023-05-31,액션,,
보이지 않아,천세환,한국,2023-04-19,드라마,,
빅트립2: 아기곰 배달 대작전,바실리 로벤스키,러시아,2023-05-27,애니메이션,,
카일리 블루스,필감,중국,2023-05-24,드라마,,
메리 마이 데드 바디,청웨이하오,대만,2023-05-17,코미디,,
사슴의 왕,미야지 마사유키,일본,2023-05-25,애니메이션,,
이스케이프 더 보트,,이탈리아,2023-05-26,스릴러,,
나를 죽여줘,최익환,한국,2022-10-19,드라마,,
줄리아의 인생극장,올리비에 트레네,프랑스,2023-05-24,드라마,,
인어공주,롭 마샬,미국,2023-05-24,뮤지컬,643013.0,6622116521.0
